41683720,349,"sintomas causas y prevencion del mal de altura","2017-07-22 10:53:41.0"
41683720,349,"sintomas causas y prevencion del mal de altura","2017-07-22 10:53:41.0","2017-07-22 10:53:55.0",2,https://infotratamiento.com/consejos-salud/mal-de-altura/,"Qué es el <b>Mal</b> <b>de</b> <b>Altura</b>? Síntomas, <b>Causas</b> <b>y</b> Prevención","<b>C ausas del mal de altura</b>. La presión atmosférica <b>y</b> por tanto con ella, la presión parcial en oxígeno, ... 3 <b>Causas del mal de altura</b> ; 4 Prevención <b>y</b> cuidados;"
41683720,349,"sintomas causas y prevencion del mal de altura","2017-07-22 10:53:41.0","2017-07-22 11:04:57.0",7,http://cae.ar.tripod.com/Publicaciones/prevencion_y_tratamiento_del_mal_de_altura.htm,"<b>PREVENCION</b> <b>Y</b> TRATAMIENTO <b>DEL</b> <b>MAL</b> <b>DE</b> <b>ALTURA</b> O PUNA","<b>PREVENCION Y</b> TRATAMIENTO <b>DEL MAL DE ALTURA</b> O PUNA. Sección Espeleología (1) Por Martín Abarrategui (2)"
41683720,349,"sintomas causas y prevencion del mal de altura","2017-07-22 10:53:41.0","2017-07-22 11:05:38.0",9,http://www.sos-emergencias.es/document/malaltur/mal2.html,"<b>PREVENCION</b> <b>Y</b> TRATAMIENTO <b>DEL</b> <b>MAL</b> <b>DE</b> <b>ALTURA</b>","Durante las fase <b>de</b> reposo en los campos inferiores se debe reequilibran la dieta a base <b>de</b> proteína <b>y</b> grasa. <b>PREVENCION DEL MAL DE ALTURA</b>. ... <b>Sintomas</b> màs ..."
43665081,418,"sintomas, causas y prevencion del mal de altura","2017-07-22 12:13:17.0"
43665081,418,"sintomas, causas y prevencion del mal de altura","2017-07-22 12:13:17.0","2017-07-22 12:13:56.0",3,https://es.wikipedia.org/wiki/Mal_de_monta%C3%B1a,"<b>Mal</b> <b>de</b> montaña - Wikipedia, la enciclopedia libre","La principal <b>causa de</b> esta aflicción ... <b>de</b> vapor debido a la altitud puede contribuir a los síntomas <b>del mal de altura</b>. ... <b>Mal de altura</b>. Prevención <b>y</b> ..."
43164637,380,"symptoms, causes and prevention of altitude sickness","2017-07-22 11:11:00.0"
43164637,381,"symptoms, causes and prevention of altitude sickness","2017-07-22 11:11:00.0"
43164637,381,"symptoms, causes and prevention of altitude sickness","2017-07-22 11:11:00.0","2017-07-22 11:11:05.0",1,http://www.healthline.com/health/altitude-sickness,"<b>Altitude Sickness</b>: <b>Causes</b>, <b>Symptoms</b>, and Diagnosis","<b>Altitude sickness</b> is common for travelers ascending to high elevations. Here&#39;s a look at the <b>symptoms</b> and how to <b>prevent</b> it."
43164637,382,"symptoms, causes and prevention of altitude sickness","2017-07-22 11:11:01.0"
41914129,357,"aptitude tricks","2017-07-22 10:58:21.0"
41914129,360,"altitude sickness","2017-07-22 11:00:57.0"
41914129,360,"altitude sickness","2017-07-22 11:00:57.0","2017-07-22 11:01:00.0",1,http://www.healthline.com/health/altitude-sickness,"<b>Altitude Sickness</b>: Causes, Symptoms, and Diagnosis","<b>Altitude sickness</b> is common for travelers ascending to high elevations. Here&#39;s a look at the symptoms and how to prevent it."
41914129,360,"altitude sickness","2017-07-22 11:00:57.0","2017-07-22 11:02:11.0",4,https://en.wikipedia.org/wiki/Altitude_sickness,"<b>Altitude sickness</b> - Wikipedia","<b>Altitude sickness</b>—also known as acute mountain <b>sickness</b> (AMS), is a pathological effect of high <b>altitude</b> on humans, caused by acute exposure to low partial pressure ..."
41914129,361,"altitude","2017-07-22 11:01:02.0"
43587540,414,"symptoms, causes and prevention of altitude sickness","2017-07-22 12:00:22.0"
43587540,414,"symptoms, causes and prevention of altitude sickness","2017-07-22 12:00:22.0","2017-07-22 12:00:24.0",1,http://www.healthline.com/health/altitude-sickness,"<b>Altitude Sickness</b>: <b>Causes</b>, <b>Symptoms</b>, and Diagnosis","<b>Altitude sickness</b> is common for travelers ascending to high elevations. Here&#39;s a look at the <b>symptoms</b> and how to <b>prevent</b> it."
43587540,414,"symptoms, causes and prevention of altitude sickness","2017-07-22 12:00:22.0","2017-07-22 12:04:00.0",2,https://www.drugs.com/health-guide/altitude-sickness.html,"<b>Altitude Sickness</b> Guide: <b>Causes</b>, <b>Symptoms</b> <b>and Treatment</b> ...","<b>Altitude Sickness</b> - an easy to understand guide covering <b>causes</b>, diagnosis, <b>symptoms</b>, <b>treatment and prevention</b> plus additional in depth medical information."
43587540,414,"symptoms, causes and prevention of altitude sickness","2017-07-22 12:00:22.0","2017-07-22 12:05:07.0",2,https://www.drugs.com/health-guide/altitude-sickness.html,"<b>Altitude Sickness</b> Guide: <b>Causes</b>, <b>Symptoms</b> <b>and Treatment</b> ...","<b>Altitude Sickness</b> - an easy to understand guide covering <b>causes</b>, diagnosis, <b>symptoms</b>, <b>treatment and prevention</b> plus additional in depth medical information."
42192898,356,"боязнь высоты","2017-07-22 10:57:48.0"
42192898,356,"боязнь высоты","2017-07-22 10:57:48.0","2017-07-22 10:57:54.0",1,http://ru.wikihow.com/%D0%BF%D1%80%D0%B5%D0%BE%D0%B4%D0%BE%D0%BB%D0%B5%D1%82%D1%8C-%D0%B1%D0%BE%D1%8F%D0%B7%D0%BD%D1%8C-%D0%B2%D1%8B%D1%81%D0%BE%D1%82%D1%8B,"Как преодолеть <b>боязнь высоты</b>","Как преодолеть <b>боязнь высоты</b>. По оценкам специалистов, сильная <b>боязнь высоты</b>, или ..."
42192898,356,"боязнь высоты","2017-07-22 10:57:48.0","2017-07-22 10:59:07.0",5,http://psihomed.com/akrofobiya/,"Акрофобия (<b>боязнь высоты</b>) - лечение, причины, симптомы","Акрофобия - это <b>боязнь высоты</b>. Данная фобия относится к категории страхов, связанных с ..."
42192898,356,"боязнь высоты","2017-07-22 10:57:48.0","2017-07-22 11:00:27.0",4,http://apatii.net/fobii/boyazn-vysoty,"<b>Боязнь высоты</b> (Акрофобия): что делать, чтобы перестать ...","Акрофобия проявляется как завышенный страх <b>высоты</b>. Может проявляться при различных ..."
15505671,317,"Altitude sickness","2017-07-22 10:32:39.0"
15505671,317,"Altitude sickness","2017-07-22 10:32:39.0","2017-07-22 10:32:45.0",1,http://www.healthline.com/health/altitude-sickness,"<b>Altitude Sickness</b>: Causes, Symptoms, and Diagnosis","<b>Altitude sickness</b> is common for travelers ascending to high elevations. Here&#39;s a look at the symptoms and how to prevent it."
